item,item_transitivity,mean_sentence_transitivity,transitivity_binned,mean_sdi,mean_path_similarity_score,mean_embedding_score,gesturer,Alternate,Manipulation,Tool,Movement,Manner,HS1Code,HS2Code,finger_complexity,joint_complexity,flexion,nsf_flexion,selected_fingers,aperture_change,nsf_thumb,thumb_flex,two_handed
break-stick-TR,1,0.95,1,1.83786874,0.2235526316,5.548941371,NP,1,1,0,0,0,BT@,BT@,1,1,7,0,imrpthumb,0,1,0,1
pop-balloon-TR,1,0.4417,0,2.163316022,0.07666666667,6.433500504,CS,0,1,1,0,0,1[;To;# BT^(,B^T BT^(,4,2,2,1,ithumb,0,2,1,1
tear-paper-TR,1,1,1,0.8556886673,0.7052631579,4.384308178,HO,0,1,0,0,0,1@;T-;#,1@;T-;#,3,1,7,1,ithumb,0,0,1,1
close-microwave-door-TR,1,0.95,1,2.510338928,0.1718847118,5.654428309,IP,1,1,0,0,0,B;T,,2,1,1,0,imrpthumb,0,1,1,0
lid-blow-off-IN,0,0.6417,0,2.152674789,0.2086315789,6.432169484,CM,0,0,0,1,1,B^T,BT^(,1,2,1,0,imrpthumb,0,1,1,1
hit-bottle-with-ball-TR,1,0.7857,1,2.267948374,0.1646681097,6.219794988,HO,0,1,1,0,0,BT^c BT^( 1;T;#,BT^c,2,2,5,0,imrpthumb,1,1,0,1
tear-paper-TR,1,0.95,1,1.846220219,0.2712863409,6.582280756,IP,0,1,0,0,0,1@;T-;#,B[;#,3,1,7,1,ithumb,0,0,1,1
take-lid-off-TR,1,0.95,1,1.509944765,0.2655701754,5.246505161,HO,0,1,0,0,0,BT^c Bkc;/,BT^c,1,3,5,0,imrpthumb,0,1,0,1
light-turn-on-IN,0,0.475,0,2.727131195,0.01523057644,6.704928417,IP,0,0,0,0,0,BT@ B^T,,1,1,7,0,imrpthumb,1,1,0,0
measure-book-TR,1,0.9123,1,2.755549791,0.1189094677,7.081327071,HO,0,1,1,0,0,1@;T-;#,1@;T-;#,3,1,7,1,ithumb,0,0,1,1
march-IN,0,0.225,0,2.395885721,0.2278226817,7.042997159,HO,0,0,0,1,1,B;/ 1T>;/,BT- B;/,3,1,1,-1,imrp,1,-1,1,1
break-stick-TR,1,0.95,1,1.324668611,0.5341052632,4.390842034,CS,1,1,0,0,0,BT@,BT@,1,1,7,0,imrpthumb,0,1,0,1
ball-hit-waterbottle-TR,1,0.7,1,2.379310755,0.0751754386,6.578867477,NP,0,0,0,1,0,BT^c B^T- BT@ B;/,BT^c,1,2,5,0,imrpthumb,1,1,0,1
hit-balloon-TR,1,0.7875,1,2.442550983,0.2291364206,6.745120695,HO,0,1,0,0,0,B^T-,BT^(,1,2,1,0,imrpthumb,0,-1,-1,1
pull-out-measuring-tape-TR,1,0.9,1,2.200663189,0.1394085213,6.892006318,IP,0,1,0,0,0,1@;T-;#,1@;T-;#,3,1,7,1,ithumb,0,0,1,1
tower-fall-IN,0,0.45,0,2.758100484,0.1456566416,6.787162502,CS,1,0,0,0,0,B^T-,B^T-,1,2,1,0,imrpthumb,0,-1,-1,1
taughten-string-TR,1,0.9833,1,1.847775752,0.3170169173,5.661387212,HO,0,1,0,0,0,BT-@,BT-@,1,1,7,0,imrpthumb,0,-1,1,1
pull-out-measuring-tape-TR,1,0.9,1,1.609612066,0.3985463659,4.724338773,CM,0,1,0,0,0,BTo BT-k@,BTo,1,3,6,0,imrpthumb,0,1,0,1
move-box-TR,1,0.85,1,1.274530395,0.6384210526,4.111278552,IP,1,1,0,0,0,BT^c,BTkc,1,2,5,0,imrpthumb,0,1,0,1
hit-bottle-with-ball-TR,1,0.7917,1,2.361537208,0.1068421053,6.604826925,CM,0,1,1,0,0,BT-c,BT-k@,1,2,5,0,imrpthumb,0,-1,-1,1
approach-coatrack-IN,0,0.5,0,2.291662866,0.3200438596,6.06445173,HO,0,0,0,1,0,BT^c,BT-,1,2,5,0,imrpthumb,0,1,0,1
toy-skitter-IN,0,0.25,0,2.563151406,0.1484310777,7.455774152,NP,0,0,0,1,1,BT^x,,1,3,1,0,imrpthumb,0,1,1,0
taughten-string-TR,1,0.95,1,2.347433709,0.1752362155,6.787927294,IP,0,1,0,0,0,1o;T;#,BT-k@,3,2,6,1,ithumb,0,2,0,1
spin-bread-TR,1,0.875,1,2.104160774,0.0871716792,6.791176451,NP,1,1,0,0,0,BT^c 1T-;# U;# BT,BTc,2,2,5,0,imrpthumb,1,1,0,1
lid-blow-off-IN,0,0.7667,1,2.805373959,0.05979323308,7.220124549,IP,0,0,0,1,1,BTo B^T-,BT-,1,2,6,0,imrpthumb,1,1,0,1
hit-bottle-with-ball-TR,1,0.9667,1,2.641744321,0.1467819549,7.195916208,IP,0,1,1,0,0,BT^(,,1,2,4,0,imrpthumb,0,1,0,0
push-toy-in-box-TR,1,0.875,1,1.981399486,0.2874489633,5.813897513,RVN,0,1,0,0,0,B^T-,BT@,1,2,1,0,imrpthumb,0,-1,-1,1
light-candle-TR,1,0.6842,0,2.052898356,0.2434697856,6.825553099,CM,0,1,1,0,0,1@;T-;# B^T,BT-k@ 1T-@;#,4,1,7,1,ithumb,1,0,1,1
adjust-picture-TR,1,0.8,1,2.038855051,0.2916315789,6.722830163,HO,1,1,0,0,0,B^T-,B^T-,1,2,1,0,imrpthumb,0,-1,-1,1
break-stick-TR,1,0.95,1,1.75970301,0.2497256778,5.557199444,IP,1,1,0,0,0,BT-@,BT-@,1,1,7,0,imrpthumb,0,-1,1,1
taughten-string-TR,1,1,1,1.897367567,0.2387192982,5.938540572,CS,0,1,0,0,0,BT@,BT@,1,1,7,0,imrpthumb,0,1,0,1
turn-fan-TR,1,0.8684,1,2.499021899,0.09736215539,6.377200996,CS,1,1,0,0,0,U^[;#,BT^x BTk,2,2,2,1,im,0,1,1,1
toy-appear-in-box-IN,0,0.175,0,2.522417744,0.122622807,6.327527848,IP,0,0,0,1,0,BT-,BT-,1,1,1,0,imrpthumb,0,-1,-1,1
tape-measurer-bend-half-IN,0,0.1,0,1.348195919,0.4345964912,3.880847242,HO,0,0,0,0,0,B^T,BT^c,1,2,1,0,imrpthumb,0,1,1,1
spray-shaving-cream-TR,1,0.95,1,0.7083465777,0.6426315789,2.785493966,HO,1,1,1,0,0,1^[;T;#,B^T-,3,2,2,1,ithumb,0,2,1,1
racecar-into-box-IN,0,0.05,0,2.196841369,0.1809010025,7.225095262,CS,0,0,0,1,0,B^T-,B^T,1,2,1,0,imrpthumb,0,-1,-1,1
take-lid-off-TR,1,0.9333,1,2.389793117,0.05235964912,7.156468262,IP,0,1,0,0,0,UT>;#,B@;T-,2,2,6,1,imthumb,0,2,1,1
bounce-ball-TR,1,0.925,1,1.565917897,0.312754386,6.235219605,IP,1,1,0,0,0,B^T- B;/,,1,2,1,0,imrpthumb,0,-1,-1,0
move-box-TR,1,0.7368,1,2.311619855,0.2139538661,5.996657695,NP,1,1,0,0,0,1T-;#,1T(;#,2,1,1,1,ithumb,0,0,-1,1
poster-roll-up-IN,0,0.125,0,1.87783824,0.3282982456,5.915840531,HO,0,0,0,1,1,B@;/ B^T 1;# B^T-,B@;/,3,1,7,-1,imrp,1,-1,1,1
put-cup-on-coaster-TR,1,0.9,1,2.47635402,0.2364860447,5.774421417,CM,0,1,0,0,0,BTo,,1,2,6,0,imrpthumb,0,1,0,0
shaving-cream-spray-IN,0,0.7982,1,2.409224268,0.09849252762,7.464749831,HO,1,0,0,1,1,1T;# 1[;#,BT@ B^T,2,1,1,1,ithumb,0,2,1,1
door-microwave-close-IN,0,0.7,1,2.607805034,0.1188931419,6.752248211,RVN,1,0,0,1,0,B^T-,,1,2,1,0,imrpthumb,0,-1,-1,0
measure-book-TR,1,0.85,1,2.563970743,0.04021553885,7.086322898,CM,0,1,1,0,0,Bo;/,Bo;/,2,2,6,-1,imrp,0,-1,1,1
break-stick-TR,1,1,1,0.6849547611,0.7475657895,2.367989842,RVN,1,1,0,0,0,BT@,BT@,1,1,7,0,imrpthumb,0,1,0,1
picture-shift-IN,0,0.675,0,3.01494688,0.1120960735,7.765186327,IP,1,0,0,1,0,B;/,,2,1,1,-1,imrp,0,-1,1,0
adjust-picture-TR,1,1,1,2.608550235,0.1132280702,7.044090255,CS,1,1,0,0,0,UT^c;#,Uc;T-;#,2,2,5,1,imthumb,0,2,1,1
move-box-TR,1,0.9,1,1.233738015,0.6279824561,4.004262525,CM,1,1,0,0,0,B^T-,B^T-,1,2,1,0,imrpthumb,0,-1,-1,1
take-keys-out-of-box-TR,1,0.9833,1,2.11273273,0.1434210526,5.815070046,CM,0,1,0,0,0,1To;#,Bc;/,2,2,6,1,ithumb,0,2,1,1
hammer-nail-TR,1,0.95,1,2.110572676,0.187612782,7.229595989,CM,0,1,1,0,0,1@;T-;#,BT>,3,1,7,1,ithumb,0,0,1,1
remove-cork-TR,1,0.975,1,1.961549891,0.1680087719,6.410206909,CM,0,1,0,0,0,B@;T,BT^c,2,1,7,0,imrpthumb,0,1,0,1
cut-bread-TR,1,1,1,1.537703498,0.4950714286,5.228895837,NP,0,1,1,0,0,B@;/ BT(,BT(,2,1,7,-1,imrp,0,-1,1,1
approach-coatrack-IN,0,0.6842,0,2.274474727,0.2015473659,6.114066277,CM,0,0,0,1,0,UT-^<;#,B;/,2,2,3,1,imthumb,0,0,-1,1
tape-measurer-bend-half-IN,0,0.5,0,2.481787279,0.1285964912,6.013031725,IP,0,0,0,0,0,UT<;#,BT^c,2,2,3,1,imthumb,0,2,1,1
pour-bottle-caps-TR,1,0.8,1,1.966580209,0.1906578947,6.418664225,NP,1,1,1,0,0,BT( U<;#,BT(,2,2,4,0,imrpthumb,0,1,0,1
toy-appear-in-box-IN,0,0.15,0,2.316113923,0.1794273183,6.51206974,NP,0,0,0,1,0,U^;#,B;/,2,2,1,1,im,0,1,1,1
bread-spin-IN,0,0.6875,1,1.884012099,0.2332719298,5.641435761,HO,1,0,0,1,1,BT^x 1;#,BT^x BTk,2,4,1,0,imrpthumb,0,1,1,1
spin-bread-TR,1,0.5042,0,2.410223161,0.09838596491,6.405134577,RVN,1,1,0,0,0,B^T- 1;#,BT^c 1<;#,2,2,1,0,imrpthumb,0,-1,-1,1
ball-drop-IN,0,0.3167,0,2.03196843,0.3228145363,5.320513026,IP,1,0,0,1,0,BT^c,,1,2,5,0,imrpthumb,0,1,0,0
plug-in-TR,1,0.9,1,2.243618514,0.2497063112,6.659099352,IP,0,1,1,0,0,U^[;T-;#,BT^(,3,2,2,1,imthumb,0,0,-1,1
paper-drop-IN,0,0.05,0,1.447831515,0.3592857143,5.612034602,HO,0,0,0,1,1,B;/,B;/,2,1,1,-1,imrp,0,-1,1,1
dip-finger-in-jar-TR,1,0.8083,1,2.692291153,0.122387218,7.038549986,HO,0,1,0,0,0,J;T-;#,BT^(,3,1,1,1,pthumb,0,0,-1,1
put-cup-on-coaster-TR,1,0.9583,1,2.353908783,0.2043811612,5.914114812,HO,0,1,0,0,0,B@;T B^T-,,2,1,7,0,imrpthumb,1,1,0,0
ball-bounce-IN,0,0.2917,0,2.566585139,0.152005848,6.842803961,CS,1,0,0,1,1,BT-^c BT^c,,1,2,5,0,imrpthumb,0,-1,-1,0
coatrack-approach-IN,0,0.35,0,2.510338928,0.20278467,6.474165182,IP,0,0,0,1,0,1<;T;#,,3,2,3,1,ithumb,0,2,0,0
walk-backwards-IN,0,0.1,0,0.9646946227,0.6607735247,3.392118655,IP,0,0,0,1,1,U^;#,U^;#,2,2,1,1,im,0,1,1,1
toy-skitter-IN,0,0.15,0,1.956906756,0.2452631579,7.663825848,RVN,0,0,0,1,1,B^T BTk,B^T-,1,3,1,0,imrpthumb,0,1,1,1
crush-can-TR,1,0.875,1,2.299612816,0.1457418546,7.788945458,CM,0,1,0,0,0,B^T- BT-^c,B^T- BT-^c,1,2,1,0,imrpthumb,1,-1,-1,1
tear-paper-TR,1,1,1,1.765339533,0.3202844612,6.603591147,NP,0,1,0,0,0,BT->,BT->,1,2,6,0,imrpthumb,0,-1,-1,1
plug-in-TR,1,0.775,1,2.626164786,0.1695943077,6.949749445,NP,0,1,1,0,0,1>;#,B;/,2,2,6,1,i,0,1,1,1
shake-shaker-TR,1,0.9125,1,1.357929091,0.38,4.403310219,CS,0,1,0,0,0,UT^c;#,B^[;/,2,2,5,1,imthumb,0,2,1,1
toy-crawl-IN,0,0.05,0,2.425479705,0.2352631579,7.57989306,NP,0,0,0,1,1,UT^(;#,,2,2,4,1,imthumb,0,2,1,0
paper-airplane-land-IN,0,0.05,0,2.690828622,0.1894110276,7.596603735,RVN,0,0,0,1,0,B^T-,,1,2,1,0,imrpthumb,0,-1,-1,0
pour-bottle-caps-TR,1,0.9583,1,0.9589449956,0.3986842105,4.337964843,CM,1,1,1,0,0,BTc,BT^c,1,2,5,0,imrpthumb,0,1,0,1
dip-finger-in-jar-TR,1,0.9474,1,2.623521756,0.0882887775,7.433168575,IP,0,1,0,0,0,J;#,,2,1,1,1,p,0,1,1,0
bowl-break-IN,0,0.675,0,2.684656542,0.07550877193,7.34181541,HO,0,0,0,0,0,8T(;/,8T(;/,2,2,4,-1,mthumb,0,0,1,1
toy-appear-in-box-IN,0,0.225,0,2.641534211,0.03556140351,6.903634368,CS,0,0,0,1,0,B^T,B^T,1,2,1,0,imrpthumb,0,1,1,1
paper-drop-IN,0,0.0833,0,2.28731388,0.2479302832,6.776189507,CS,0,0,0,1,1,B^T- BT-^c,,1,2,1,0,imrpthumb,1,-1,-1,0
pull-out-measuring-tape-TR,1,0.9833,1,1.92293905,0.1071052632,5.317167498,RVN,0,1,0,0,0,1To;#,BT^c,2,2,6,1,ithumb,0,2,1,1
march-IN,0,0.05,0,1.57539056,0.4944298246,5.181191568,RVN,0,0,0,1,1,UT^c;#,,2,2,5,1,imthumb,0,2,1,0
hammer-nail-TR,1,1,1,0.567060931,0.7307017544,2.229871527,IP,0,1,1,0,0,1@;T-;#,1T>;#,3,1,7,1,ithumb,0,0,1,1
bowl-break-IN,0,0.6842,0,2.323306819,0.1471442495,6.241785101,NP,0,0,0,0,0,B;/,B;/,2,1,1,-1,imrp,0,-1,1,1
tower-fall-IN,0,0.8583,1,2.969916503,0.04571291866,6.762510209,CM,1,0,0,0,0,B^T-,,1,2,1,0,imrpthumb,0,-1,-1,0
box-move-IN,0,0.8947,1,1.941785059,0.1953216374,5.875365915,CS,1,0,0,1,1,BT@,,1,1,7,0,imrpthumb,0,1,0,0
hammer-nail-TR,1,1,1,0.7083465777,0.662443609,2.823275446,CS,0,1,1,0,0,1@;T-;#,1<;T;#,3,1,7,1,ithumb,0,0,1,1
spray-shaving-cream-TR,1,0.95,1,0.3943976914,0.8052631579,1.527660917,RVN,1,1,1,0,0,1c;#,B^T-,2,2,5,1,i,0,1,1,1
hit-balloon-TR,1,0.85,1,2.388889715,0.1935785486,7.328554859,RVN,0,1,0,0,0,B^T-,BT-k@,1,2,1,0,imrpthumb,0,-1,-1,1
put-cup-on-coaster-TR,1,0.85,1,2.306436695,0.3194548872,5.405512542,IP,0,1,0,0,0,1@;T-;#,,3,1,7,1,ithumb,0,0,1,0
bounce-ball-TR,1,0.875,1,2.331252849,0.1375588972,7.380738996,HO,1,1,0,0,0,B;/,B;/,2,1,1,-1,imrp,0,-1,1,1
car-pass-tower-IN,0,0.45,0,2.5393674,0.1476787803,6.920187343,IP,0,0,0,1,0,UT-;#,B^T-,2,1,1,1,imthumb,0,0,-1,1
bounce-ball-TR,1,0.625,0,2.342633719,0.1733684211,6.372418481,NP,1,1,0,0,0,B;/,,2,1,1,-1,imrp,0,-1,1,0
hit-balloon-TR,1,0.9,1,2.188451572,0.2089440267,6.723405506,CS,0,1,0,0,0,B^T-,BT^(,1,2,1,0,imrpthumb,0,-1,-1,1
